# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-s" "0" "-p" "--countReadPairs" "-B" "-C" "-Q" "10" "-F" "SAF" "-a" "/mnt/d/work_dir/memoria/obj2/anotacion/table_genebodies_1_fixed_overlap/exons_extended_final.saf" "-o" "/mnt/d/work_dir/memoria/obj2/featureCounts/exon_counts.txt" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam
ENSG00000143079	chr1;chr1;chr1;chr1;chr1;chr1	112396204;112412184;112416147;112448932;112454439;112455921	112396282;112412327;112416274;112449182;112454566;112461174	+;+;+;+;+;+	5984	1331	1443	1406	1500	1348	1299	1320	1218	2147	1246	1697	1699	2754	2008	2337	1916	2489	1885	1299	2456	2193	1927	2394	1597
ENSG00000116489	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	112619822;112647200;112649408;112653588;112654455;112659012;112659691;112667064;112669533;112669982	112619893;112647283;112649479;112653671;112654681;112659111;112659789;112667155;112669615;112671626	+;+;+;+;+;+;+;+;+;+	2558	11765	13816	12456	14536	8041	8789	8808	8302	17152	11393	13321	14977	17889	14819	16077	13702	17805	14710	10173	18514	14723	14107	18566	11903
ENSG00000155363	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	112674411;112686956;112688318;112689405;112689830;112691655;112692751;112694008;112694443;112694739;112695406;112696138;112696427;112696620;112697984;112698277;112698705;112699675;112699884;112700209;112700386	112675059;112687116;112689148;112689660;112690108;112691809;112692939;112694182;112694639;112694906;112695584;112696261;112696544;112696856;112698121;112698488;112698799;112699820;112699992;112700350;112700756	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4931	3749	3858	3612	4058	3818	3133	2861	3173	5579	3654	4336	4448	6177	5040	4592	4047	7648	6016	4066	6022	5667	4823	5655	3801
ENSG00000155366	chr1;chr1;chr1;chr1;chr1;chr1	112701117;112702553;112702989;112703634;112705043;112706722	112701723;112702703;112703129;112703816;112706262;112707444	-;-;-;-;-;-	3025	13477	15690	16353	16807	14933	13852	12548	12846	22052	14152	15027	17664	28638	25469	26172	21230	22304	22458	14736	26291	24735	21914	29559	18341
ENSG00000155367	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	112709988;112710450;112710734;112710998;112711256;112711961;112712335;112712734;112713487;112714048	112710320;112710621;112710861;112711081;112711394;112712065;112712467;112713041;112713621;112715342	-;-;-;-;-;-;-;-;-;-	2832	37	74	74	77	77	79	60	92	107	58	77	62	71	100	109	77	110	126	85	132	101	141	137	116
ENSG00000198799	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	113073188;113091308;113093196;113093420;113094329;113094602;113095864;113096212;113098695;113100201;113100410;113107584;113110232;113112469;113114417;113116277;113119223;113123865	113073655;113091393;113093290;113093574;113094492;113094765;113096027;113096375;113098795;113100292;113100498;113107767;113110572;113112770;113114886;113116446;113119533;113132270	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11926	864	817	868	898	695	754	676	684	1119	818	784	944	1545	949	1355	1142	1443	1065	841	1472	1167	1062	1540	974
ENSG00000081026	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	113390505;113549505;113580532;113585377;113590474;113594471;113614591;113618522;113619726;113622796;113641901;113643733;113646476;113649227;113651004;113653820;113659070;113671724;113672605;113673312;113681188;113682202;113682887	113391359;113549641;113580671;113585606;113590668;113594570;113614668;113618616;113619840;113623004;113642526;113643784;113646652;113649338;113651216;113654028;113659275;113671846;113672751;113673475;113681346;113682444;113685933	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7632	1827	1727	2051	1945	1478	1319	1274	1191	3443	2169	2651	2845	3366	2156	2629	2200	2587	1877	1299	2443	1864	1665	2248	1594
ENSG00000081019	chr1;chr1;chr1;chr1;chr1;chr1;chr1	113761822;113767089;113768212;113777200;113777661;113797353;113811700	113766463;113767217;113768399;113777362;113777818;113798046;113812486	-;-;-;-;-;-;-	6761	1078	1046	1055	906	873	1050	928	891	1114	793	900	896	1583	1350	1352	1203	1733	1397	974	1891	1404	1302	1663	1145
ENSG00000163349	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	113929314;113929700;113940372;113951135;113952756;113953867;113954616;113955553;113956617;113957114;113958056;113962307;113963377;113966120;113967756;113968432;113969946;113971814;113973014	113929542;113929949;113941469;113951302;113952899;113953942;113954780;113955659;113956821;113957296;113958301;113962448;113963531;113966282;113967958;113968658;113970207;113972083;113977879	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9159	2417	2449	2717	2707	2097	2002	2200	2274	4132	2488	3119	3712	4744	3289	4087	3441	4685	3595	2559	4511	3776	3259	4643	3168
ENSG00000116774	chr1;chr1;chr1;chr1	113979381;113979965;113980193;113980939	113979640;113980136;113980627;113982264	+;+;+;+	2193	4	0	4	1	8	9	6	9	12	1	0	6	3	0	1	1	46	63	55	179	0	0	0	7
ENSG00000197323	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	114392780;114397930;114399447;114401379;114402750;114405400;114406931;114408667;114410174;114421426;114424581;114425439;114427167;114427738;114430788;114433607;114463094;114463402;114464260;114510541	114397870;114398000;114399619;114401473;114402893;114405769;114407110;114408750;114410326;114421646;114424765;114425733;114427304;114427904;114430922;114433743;114463246;114463566;114464398;114511213	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8769	2042	2146	2500	2390	1863	1740	1770	1927	3655	2075	2444	2866	4560	3217	3878	3517	4352	3349	2328	4005	3779	3104	4256	3048
ENSG00000116752	chr1;chr1;chr1;chr1;chr1;chr1;chr1	114567547;114569982;114570690;114575580;114576678;114581289;114581489	114568266;114570082;114570760;114575761;114576768;114581401;114581625	-;-;-;-;-;-;-	1415	2789	3453	3260	3803	1866	2025	1918	1829	3824	2454	2740	2886	4570	3632	4141	3546	4490	3556	2670	4839	3727	3391	4813	3110
ENSG00000213281	chr1;chr1;chr1;chr1;chr1;chr1;chr1	114704459;114708144;114708521;114709559;114713790;114716040;114716648	114708060;114708202;114708664;114709738;114713988;114716187;114716781	-;-;-;-;-;-;-	4466	10067	11599	10694	11266	7855	8652	7853	8173	12914	8511	9558	10739	17757	15211	16308	12925	15886	13201	10006	17796	15614	14562	18815	11956
ENSG00000009307	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	114716903;114718603;114719569;114720529;114723873;114724278;114725211;114726201;114726973;114730248;114730498;114732594;114733722;114733979;114734432;114736748;114737461;114737953;114739682;114741517;114745147;114749807;114752827;114756172;114757820	114718226;114718755;114719752;114720727;114724012;114724345;114725343;114726396;114727100;114730432;114730658;114732826;114733867;114734127;114734533;114736865;114737573;114738082;114739900;114741683;114745255;114750217;114752947;114756329;114758037	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5265	11063	12430	11964	13310	9812	10338	10144	9790	17613	11816	12811	14999	18583	13738	15796	13525	17714	13834	10025	19336	15477	14460	18570	12077
ENSG00000052723	chr1;chr1;chr1;chr1;chr1	114769469;114776336;114779132;114780100;114780427	114774382;114776469;114779294;114780225;114780695	-;-;-;-;-	5606	2105	2347	2339	2433	1530	1572	1558	1511	3282	1958	2359	2606	3531	2881	3205	2658	4157	3143	2197	4014	3006	2780	3890	2261
ENSG00000134259	chr1;chr1;chr1;chr1;chr1;chr1;chr1	115285894;115291745;115293617;115300387;115338194;115338355;115338598	115289031;115292234;115293760;115300493;115338266;115338469;115338780	-;-;-;-;-;-;-	4250	57	57	96	81	80	38	47	79	271	215	229	512	420	417	356	434	202	179	160	188	69	59	154	157
ENSG00000173218	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	115641960;115642619;115651267;115659631;115663651;115682354;115683934;115685283;115691109	115642096;115642716;115651494;115659783;115664278;115682507;115684086;115685537;115698234	+;+;+;+;+;+;+;+;+	8932	3191	3772	3755	3767	3295	3305	3413	3956	3959	2609	3040	3306	6057	4717	5958	4972	6529	5827	4067	7028	5151	4878	6552	4237
ENSG00000116815	chr1;chr1;chr1;chr1;chr1;chr1	116514524;116518690;116521777;116535955;116544301;116570893	116514832;116519277;116521993;116536238;116544614;116571049	-;-;-;-;-;-	1869	811	958	754	849	297	339	262	202	997	691	708	634	1731	1320	1183	1060	1892	1618	883	1475	1072	965	1058	625
ENSG00000143061	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	116574389;116579382;116584635;116588684;116599931;116603614;116606482;116607932;116613755;116616070;116666274;116667608	116577572;116579887;116585062;116589114;116600355;116604035;116606561;116608341;116614185;116616467;116666966;116667765	-;-;-;-;-;-;-;-;-;-;-;-	7566	1273	1462	1347	1389	289	263	299	303	1304	827	890	1174	2060	1339	1435	1288	3352	2255	1322	2251	755	664	818	592
ENSG00000134247	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	116909906;116941705;116944669;116949182;116961233;116966901;116974206;116984670;116986791	116910262;116942093;116945102;116949582;116961678;116967340;116974333;116984995;116990363	+;+;+;+;+;+;+;+;+	6494	1319	1441	1412	1571	901	786	983	1079	2199	1528	2155	2916	4028	2784	3245	2867	5697	3905	2749	5317	986	941	1314	955
ENSG00000116830	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	117060316;117060445;117062377;117073651;117074860;117076170;117076631;117077906;117079558;117081818;117084008;117086407;117088791;117090045;117090522;117091318;117091807;117092721;117095299;117096139;117097341;117098823;117101370	117060384;117060567;117062483;117073737;117075869;117076304;117076833;117078053;117079659;117081957;117084178;117086532;117088992;117090218;117090633;117091420;117091960;117092911;117095377;117096309;117097443;117098917;117107463	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9899	3678	3846	4220	4474	2819	2481	2881	2992	5562	3545	4067	4714	5984	4016	5182	4535	6343	4576	3613	6459	4788	3822	6032	4193
ENSG00000134253	chr1;chr1;chr1;chr1;chr1;chr1;chr1	117111050;117113349;117115565;117116606;117118024;117120704;117121789	117112463;117113495;117115699;117116755;117118777;117121772;117122597	-;-;-;-;-;-;-	4478	426	482	488	494	332	331	297	302	630	422	592	542	732	630	454	527	696	612	425	832	577	507	614	366
ENSG00000198162	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	117367439;117402176;117405539;117414703;117420559;117442221;117460479;117466324;117493137;117496753;117499372;117502845;117522815	117368495;117402451;117405655;117414841;117420659;117442335;117460622;117466437;117493272;117496992;117499564;117502980;117528882	+;+;+;+;+;+;+;+;+;+;+;+;+	8836	1768	1850	2097	2316	1822	1636	1863	1846	3514	2091	2450	2957	3536	2635	3178	2526	3304	2321	1846	3476	2928	2568	3679	2328
ENSG00000183508	chr1;chr1	117606038;117622832	117606163;117628399	+;+	5694	329	309	231	343	164	163	149	157	477	286	329	309	304	227	234	265	399	343	243	447	179	147	239	98
ENSG00000196505	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	117863475;117877212;117881813;117883478;117886567;117887688;117896823;117899047;117906496;117911984;117912520;117918587;117920172;117929438	117870626;117878162;117881887;117883637;117886663;117887784;117896999;117899226;117906592;117912092;117912693;117918746;117920434;117929631	-;-;-;-;-;-;-;-;-;-;-;-;-;-	9886	697	761	746	796	601	543	577	548	838	498	528	651	1072	825	895	853	1134	974	590	1041	957	762	1077	697
ENSG00000065183	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	117929710;117933278;117933620;117934463;117936759;117938470;117939467;117940817;117941114;117941740;117942427;117943386;117946076;117948395;117949741;117949985;117950824;117951966;117952287;117952518;117952936;117953466;117953997;117954570;117955305;117957058;117958900;117959282	117929792;117933500;117933750;117934692;117936897;117938568;117939582;117940950;117941235;117941857;117942554;117943636;117946189;117948516;117949846;117950140;117950900;117952086;117952418;117952672;117953006;117953551;117954109;117954637;117955368;117957206;117959013;117966553	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10694	3797	4032	4727	5056	2272	2593	3034	2893	5854	3573	4135	4541	5143	3892	4795	3988	5423	4160	3497	6989	4510	4247	6268	4028
ENSG00000092607	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	118883036;118899018;118914105;118923426;118924636;118926500;118931609;118987581;118989345	118885526;118899135;118914189;118923613;118924827;118926621;118931842;118988353;118989566	-;-;-;-;-;-;-;-;-	4425	464	492	473	578	561	497	464	521	565	420	409	573	808	490	581	493	1528	1243	860	1359	658	569	609	425
ENSG00000143067	chr1;chr1;chr1	119619367;119625865;119647681	119624126;119626147;119648276	-;-;-	5639	225	217	239	283	203	251	229	248	314	190	257	233	467	382	432	431	407	291	199	415	440	273	439	306
ENSG00000134250	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	119911543;119917655;119918396;119919302;119920219;119921703;119922226;119922626;119923627;119925295;119926489;119928966;119935462;119937272;119937847;119940545;119941516;119948404;119948997;119950714;119953533;119955030;119959382;119963564;119965443;119966366;119967423;119968067;119969501;119986950;119995851;119996987;120005319;120029896;120069324	119916704;119917772;119918563;119919623;119920407;119921819;119922456;119922788;119923994;119925820;119926621;119929222;119935614;119937476;119938020;119940766;119941764;119948576;119949136;119950847;119953698;119955242;119959512;119963817;119965576;119966499;119967631;119968242;119969754;119987092;119996756;119997342;120005598;120029997;120069672	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13011	6711	6813	8408	8260	4845	4387	5509	5648	7433	4561	5762	6456	13450	8727	11729	10383	14732	9895	7320	12979	10722	9598	15197	9922
ENSG00000265808	chr1;chr1;chr1;chr1;chr1	120150888;120160374;120163200;120168830;120176297	120157202;120160540;120163380;120168959;120176530	-;-;-;-;-	7027	3427	3575	3603	3868	3033	3187	3086	3036	5142	3425	3922	4298	7117	5596	6487	5306	8219	6362	4298	7837	6079	5278	7190	4396
ENSG00000270231	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	120415025;120419840;120427696;120436222;120438534;120439466;120440732;120441268;120449183;120451170;120452107;120453362;120453899;120455399;120459357;120460563;120461244;120462136;120462784;120463666;120464366;120465253;120465968	120415314;120420128;120427857;120436707;120438656;120439700;120440824;120441499;120449412;120451292;120452341;120453454;120454124;120455470;120459540;120460634;120461436;120462207;120462976;120463737;120464558;120465381;120469686	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7716	439	352	495	469	388	163	359	323	460	285	426	564	396	489	476	380	586	427	513	597	373	215	513	387
ENSG00000263513	chr1;chr1;chr1;chr1	143955277;143964845;143968914;143970980	143956491;143964989;143969011;143971996	-;-;-;-	2475	8	11	8	6	15	10	13	6	30	26	15	41	26	18	18	31	40	21	8	23	13	11	16	14
ENSG00000266338	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	144421380;144423860;144424680;144425507;144426268;144427037;144427808;144428596;144429690;144433763;144435101;144435771;144436885;144437935;144439819;144440131;144448765;144450762;144456527;144459356;144460833;144461371	144423266;144423985;144424872;144425578;144426460;144427108;144428000;144428667;144429873;144433834;144435326;144435863;144437119;144438057;144440048;144440305;144448926;144450880;144456815;144459498;144460971;144461686	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5314	1197	1242	1312	1237	1527	1205	1431	1343	2640	1531	2033	2299	1595	1251	1446	1255	2732	1913	1742	2785	1466	1188	1881	1380
ENSG00000196369	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	144887255;144893398;144897106;144905081;144905849;144914682;144955429;144994998;145092825;145095213	144892391;144893519;144897350;144905229;144906084;144914764;144955611;144995210;145093453;145095538	-;-;-;-;-;-;-;-;-;-	7323	315	318	294	297	370	320	337	301	563	370	493	549	539	346	499	340	577	433	322	623	383	348	505	320
ENSG00000215784	chr1;chr1;chr1;chr1	145095964;145098978;145102997;145111493	145097009;145099075;145103141;145112706	+;+;+;+	2503	178	240	253	245	151	174	184	191	466	393	449	463	305	222	240	256	411	317	234	436	227	228	373	177
ENSG00000162825	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	145289890;145292371;145293194;145294011;145294772;145295557;145296328;145297129;145297952;145298777;145299538;145300319;145301090;145301891;145302714;145303523;145304284;145305060;145305883;145306706;145307467;145308243;145309066;145309887;145310648;145311427;145312198;145312999;145313822;145314655;145315416;145316197;145316968;145317771;145318594;145319425;145320186;145320959;145321730;145322533;145323356;145324175;145324936;145325709;145326480;145327281;145328104;145328935;145329696;145330476;145331247;145332048;145332871;145333688;145334449;145335232;145336003;145336804;145337627;145338444;145339205;145339986;145340757;145341554;145342377;145343198;145343959;145344740;145345511;145346312;145347135;145347968;145348729;145349510;145350281;145351084;145351907;145352732;145353493;145354274;145355045;145355846;145356669;145357480;145358241;145359021;145359792;145360593;145361416;145362233;145362994;145363775;145364546;145365347;145366170;145366993;145367754;145368535;145369306;145370107;145370930;145371741;145372502;145373283;145374054;145374855;145375678;145376495;145377256;145378033;145378804;145379607;145380430;145381247;145382008;145382789;145383560;145384361;145385184;145386003;145386764;145387537;145388308;145389111;145389934;145390759;145391520;145392293;145393064;145393874;145394968;145399039;145400376;145401049;145402157;145403206;145405088;145405400;145412739;145420478;145423304;145424770;145425313	145291779;145292499;145293386;145294082;145294964;145295628;145296520;145297257;145298144;145298848;145299730;145300390;145301282;145302019;145302906;145303594;145304476;145305188;145306075;145306777;145307659;145308371;145309258;145309958;145310840;145311498;145312390;145313127;145314014;145314726;145315608;145316268;145317160;145317899;145318786;145319496;145320378;145321030;145321922;145322661;145323548;145324246;145325128;145325780;145326672;145327409;145328296;145329006;145329888;145330547;145331439;145332176;145333063;145333759;145334641;145335303;145336195;145336932;145337819;145338515;145339397;145340057;145340949;145341682;145342569;145343269;145344151;145344811;145345703;145346440;145347327;145348039;145348921;145349581;145350473;145351212;145352099;145352803;145353685;145354345;145355237;145355974;145356861;145357551;145358433;145359092;145359984;145360721;145361608;145362304;145363186;145363846;145364738;145365475;145366362;145367064;145367946;145368606;145369498;145370235;145371122;145371812;145372694;145373354;145374246;145374983;145375870;145376566;145377448;145378104;145378996;145379735;145380622;145381318;145382200;145382860;145383752;145384489;145385376;145386074;145386956;145387608;145388500;145389239;145390126;145390830;145391712;145392364;145393256;145393945;145395151;145399110;145400604;145401141;145402391;145403328;145405317;145405577;145412900;145420766;145423441;145424908;145425613	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	22549	249	238	310	306	217	174	319	300	535	350	438	563	393	215	363	276	484	324	307	482	323	293	498	323
ENSG00000117262	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	145607978;145608603;145612192;145616224;145618310;145623044;145623603;145630677;145631654;145643859;145646174;145647165;145663319;145665552;145669615;145669824	145608185;145608685;145612257;145616303;145618433;145623170;145623724;145630817;145631754;145643988;145646282;145647277;145663434;145665661;145669700;145670660	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2553	385	385	442	479	304	301	355	374	547	385	367	469	428	306	369	330	640	441	369	705	339	299	467	387
ENSG00000143127	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	145891198;145893151;145893530;145895270;145895621;145895973;145896258;145896759;145897001;145897237;145897502;145897805;145898100;145898926;145899165;145900047;145900780;145901125;145901506;145901867;145902236;145902444;145902801;145904042;145904674;145906384;145906723;145907031;145907344;145909953	145892873;145893284;145893645;145895403;145895721;145896106;145896362;145896868;145897097;145897349;145897663;145897910;145898233;145899088;145899351;145900197;145901003;145901288;145901674;145902031;145902329;145902629;145902971;145904210;145904821;145906518;145906834;145907160;145907475;145910100	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5770	1998	1599	1457	2113	4139	2945	3517	5106	1976	1110	1269	1293	4125	2901	3275	3458	3224	2594	2127	4522	3484	2739	3638	3438
ENSG00000131779	chr1;chr1;chr1;chr1;chr1	145911340;145916807;145917691;145918422;145918623	145912576;145917028;145917826;145918539;145918727	-;-;-;-;-	1818	727	900	809	954	737	656	689	650	1272	794	999	899	901	685	826	613	1058	1114	743	1446	774	808	916	607
ENSG00000272031	chr1;chr1;chr1;chr1	145959431;145962411;145963300;145964174	145961889;145962978;145963547;145964585	-;-;-;-	3687	78	75	87	92	83	90	46	67	173	102	181	162	93	69	56	43	133	122	100	134	110	136	93	67
