# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-s" "0" "-p" "--countReadPairs" "-B" "-C" "-Q" "10" "-F" "SAF" "-a" "/mnt/d/work_dir/memoria/obj2/anotacion/table_genebodies_1_fixed_overlap/genebodies_final.saf" "-o" "/mnt/d/work_dir/memoria/obj2/featureCounts/genebody_counts.txt" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam
ENSG00000185896	chr13	113297229	113323682	+	26454	20854	21485	22552	23626	25668	22103	25214	27917	32583	20331	24335	26626	45466	35422	39544	31136	47611	41510	29484	50986	38310	32602	44269	29744
ENSG00000139835	chr13	113324153	113364158	-	40006	558	560	551	656	350	317	319	395	652	439	472	490	799	572	609	460	1116	918	590	1136	668	608	807	533
ENSG00000153531	chr13	113399601	113453498	-	53898	152	151	167	174	119	96	84	110	207	108	103	132	164	145	175	143	333	270	164	284	214	160	235	138
ENSG00000198176	chr13	113584743	113641483	+	56741	10917	11513	12257	13623	7799	7336	8384	9151	15239	9939	11690	13433	15931	11535	13524	11995	19956	14994	10755	21456	13821	12035	17085	11773
ENSG00000184497	chr13	113759216	113817005	+	57790	327	345	355	289	139	157	106	137	121	61	75	79	286	194	211	193	771	618	443	579	265	197	277	158
ENSG00000183087	chr13	113820539	113864086	-	43548	5031	6129	5795	5947	4859	4557	3902	4027	5151	3462	3019	4758	9383	7502	6320	6245	19321	13835	9462	18298	8794	8232	9965	7500
ENSG00000185989	chr13	113977773	114132633	-	154861	1274	1228	1488	1590	1303	1430	1300	1526	1314	850	997	1325	1854	1555	1888	1440	2058	1897	1158	2411	1880	1534	2263	1469
ENSG00000130177	chr13	114234877	114272733	+	37857	3655	4266	3959	4053	3234	3317	3341	3279	5096	3465	3756	4413	6031	4547	4799	4097	6511	5631	4037	7451	5106	4513	6015	4072
ENSG00000169062	chr13	114281591	114305827	+	24237	1928	2037	2070	2040	1755	1875	1840	1896	3506	2428	2770	2928	3476	2859	2753	2531	3961	2916	2169	3946	2745	2476	3330	2431
ENSG00000198824	chr13	114314480	114327332	+	12853	1349	1345	1654	1766	1186	1258	1569	1663	2461	1472	2020	2229	2582	1734	2321	1826	2720	2085	1620	2892	2169	1840	2718	1858
ENSG00000136319	chr14	20286217	20305961	-	19745	147	200	212	202	264	231	283	284	312	208	213	235	308	282	335	259	280	265	204	383	351	320	459	289
ENSG00000100814	chr14	20311358	20333322	-	21965	413	455	444	387	575	570	501	508	903	547	483	601	815	735	731	555	995	843	565	1108	924	810	1068	667
ENSG00000129566	chr14	20365657	20413511	-	47855	331	359	431	467	694	561	765	725	856	461	725	736	970	660	812	695	920	650	474	809	755	683	1022	719
ENSG00000092094	chr14	20446391	20454822	-	8432	735	942	842	987	995	904	1016	1103	1300	943	922	1202	1368	1058	1293	1092	1259	1039	840	1489	1416	1227	1984	1316
ENSG00000198805	chr14	20461982	20477099	+	15118	524	629	831	842	285	300	461	481	888	500	592	547	906	458	804	699	1246	847	687	1143	742	709	1301	931
ENSG00000165792	chr14	20989970	20997045	+	7076	807	824	1034	992	1021	853	982	1006	1505	980	1145	1133	1611	1190	1410	1242	1771	1251	998	1750	1671	1349	2045	1386
ENSG00000092199	chr14	21209126	21269504	-	60379	18167	22663	19105	20522	19302	20535	18986	18242	27983	19728	19897	21528	31391	25470	26510	22697	30185	24932	17410	33672	27390	26659	34010	21447
ENSG00000165821	chr14	21521070	21537226	-	16157	197	163	177	256	496	437	365	480	362	217	309	306	556	486	499	322	456	362	229	374	495	445	476	425
ENSG00000129562	chr14	22564897	22589234	-	24338	3250	3687	3217	3495	4023	4219	3971	4028	4995	3091	3237	3583	6175	5537	5424	4793	5422	4939	3040	6021	5831	5185	6829	4277
ENSG00000100439	chr14	22598290	22612973	+	14684	510	533	470	552	1002	919	735	818	489	350	308	345	1353	1264	1178	719	1329	1069	705	1359	1396	1140	1325	822
ENSG00000155463	chr14	22766512	22773052	+	6541	2842	2917	3273	3421	3503	3330	3457	3456	5066	3396	3620	3607	5041	3820	4294	3646	5069	3760	2774	5434	4678	4320	5783	3758
ENSG00000172590	chr14	22829873	22835047	+	5175	2585	2899	3278	3458	2379	2457	2803	2484	3476	2118	2069	1952	3778	2823	3341	2805	3309	2641	1850	3574	3353	2969	5089	2698
ENSG00000157227	chr14	22836566	22849051	+	12486	15820	13938	18772	18639	28600	22945	45254	51061	21049	10669	15550	12364	37946	25696	42443	32947	19345	15755	14135	22672	34423	29126	53747	33779
ENSG00000197324	chr14	22871730	22881723	+	9994	4645	4880	4855	5313	8359	7038	7307	7737	7116	4080	4813	4411	9473	8594	8707	6772	10718	9227	5677	9776	9079	8362	11001	7048
ENSG00000100461	chr14	22893194	22919192	-	25999	1768	1978	1892	2018	2262	2063	2390	2463	3225	2100	2172	2360	3517	2616	2985	2476	3268	2679	1814	3537	3316	2824	3839	2390
ENSG00000100462	chr14	22920515	22929418	-	8904	3782	4020	4711	4951	4213	3766	4632	4785	7371	4650	5449	5570	6898	4936	6103	5312	6526	4626	3757	6833	6155	5553	8534	5341
ENSG00000100802	chr14	22985884	23010176	-	24293	305	325	346	368	481	475	470	443	501	429	335	467	441	325	385	317	656	410	302	654	473	392	536	333
ENSG00000100804	chr14	23025846	23035240	-	9395	5503	6253	6166	7379	8550	8539	8001	8242	10442	7237	7014	6823	11609	9161	10067	8247	11078	8792	6056	11618	10511	9739	12603	8166
ENSG00000139880	chr14	23047052	23057548	-	10497	660	654	873	830	1174	1047	1052	1091	1408	1004	855	899	1311	1040	1117	992	1463	1043	859	1604	1211	1184	1665	1178
ENSG00000290292	chr14	23272412	23299806	-	27395	563	536	395	551	746	675	591	663	835	467	536	501	738	617	634	526	927	766	548	994	936	796	1026	647
ENSG00000092096	chr14	23346304	23352922	-	6619	124	142	149	161	768	570	617	718	305	216	219	263	374	247	341	221	540	560	370	558	254	345	373	332
ENSG00000129460	chr14	23469669	23509872	+	40204	996	975	977	1250	1004	875	1119	1042	1495	874	953	1018	1417	1170	1376	1186	1413	1078	807	1684	1368	1251	1756	1160
ENSG00000100867	chr14	23636354	23645649	+	9296	54	82	74	52	47	22	63	59	71	49	63	20	68	68	182	81	604	520	181	228	142	128	389	127
ENSG00000157326	chr14	23953724	23969289	+	15566	207	325	289	260	443	500	377	475	439	289	349	231	472	614	539	391	478	395	279	447	447	542	544	381
ENSG00000187630	chr14	23969864	24006418	+	36555	0	0	0	0	0	5	0	0	3	2	0	13	6	0	4	1	2	0	1	3	7	5	0	1
ENSG00000100889	chr14	24094043	24104140	+	10098	650	785	508	511	839	681	428	527	512	310	347	363	2233	2264	1692	1130	1161	1000	667	1069	2483	2088	1994	1216
ENSG00000100897	chr14	24114617	24125252	+	10636	875	1040	1028	1089	1118	1080	1029	1020	1562	952	1046	1123	1989	1481	1628	1339	1681	1287	1002	1810	1651	1682	1919	1407
ENSG00000100911	chr14	24143355	24146656	-	3302	4297	5437	4412	5017	4431	4451	4053	3743	6110	4359	4303	4662	6102	5009	5267	4308	7449	6689	4373	7132	6361	5954	8018	4676
ENSG00000092098	chr14	24146730	24160670	+	13941	626	759	793	870	1114	1139	1071	1127	1570	998	1110	1208	1635	1493	1436	1297	1857	1654	1148	1742	1800	1443	1716	1353
ENSG00000213928	chr14	24161235	24168053	+	6819	566	566	597	625	853	965	819	728	1081	782	821	765	1167	959	1181	884	2383	1800	1198	1905	1163	1147	1665	870
ENSG00000254505	chr14	24209605	24213499	-	3895	1255	1506	1253	1382	1653	1656	1476	1471	1861	1402	1398	1480	2397	1940	1960	1449	1877	1720	1093	2113	1888	1888	2192	1396
ENSG00000213920	chr14	24213933	24216076	-	2144	92	148	97	134	175	168	125	160	201	170	170	199	229	195	232	103	261	185	115	225	259	247	270	178
ENSG00000129559	chr14	24216847	24232377	-	15531	2968	3479	3252	3561	4104	4331	3808	3710	4361	2871	3038	3111	5236	4503	4273	3587	4584	4263	2787	5262	4965	4303	5949	3536
ENSG00000100938	chr14	24232412	24239252	+	6841	579	737	662	654	778	760	688	700	1089	813	764	826	1281	1075	974	699	1224	930	686	1258	1226	1255	1430	867
ENSG00000092330	chr14	24239633	24242673	-	3041	375	460	414	446	538	528	458	471	519	380	430	433	658	572	582	498	746	617	374	765	586	511	811	465
ENSG00000100949	chr14	24265528	24271609	-	6082	217	243	268	319	402	328	341	387	381	313	372	378	536	425	433	369	544	433	238	622	505	452	590	325
ENSG00000157379	chr14	24290588	24299790	-	9203	162	193	185	177	178	169	166	132	232	148	167	162	474	365	350	295	370	256	195	309	311	343	384	300
ENSG00000100968	chr14	24366901	24379614	+	12714	918	908	827	1004	1934	1687	1367	1766	1628	1239	1156	1180	2212	1996	1868	1445	1267	1253	820	1687	2340	1970	2180	1473
ENSG00000139910	chr14	26443080	26598043	-	154964	195	162	265	188	717	714	752	873	445	290	356	390	850	570	741	594	454	293	186	352	619	532	753	557
ENSG00000176165	chr14	28764319	28770287	+	5969	232	229	323	323	797	671	1024	1070	582	304	385	417	926	687	940	868	922	697	596	911	654	607	983	582
ENSG00000092140	chr14	30559148	30620074	+	60927	916	1060	1031	1054	1368	1595	1522	1488	2177	1529	1425	1723	2852	2105	2286	2108	2198	1623	982	1974	2216	2251	2687	1815
ENSG00000092108	chr14	30622294	30737704	+	115411	1536	1798	1548	1845	2250	2504	2283	2198	2982	2008	2087	2253	3054	2636	2913	2360	3190	2596	1775	3530	3106	2738	3676	2333
ENSG00000129493	chr14	31291778	31420560	-	128783	766	725	702	755	1550	1308	1370	1288	1485	980	993	1273	2818	2234	2308	2036	2280	1640	1035	1840	1759	1410	1825	1238
ENSG00000129480	chr14	31446026	31457516	-	11491	406	417	407	458	446	460	497	533	646	417	538	511	673	506	658	512	547	407	286	600	554	530	787	545
ENSG00000151413	chr14	31561394	31861234	+	299841	344	443	394	348	400	504	400	333	497	386	300	385	766	527	571	402	595	504	296	677	646	590	807	449
ENSG00000100852	chr14	32076957	32159738	+	82782	989	975	1067	1142	1330	1214	1268	1126	1756	1206	1307	1382	2016	1458	1813	1479	2424	1915	1180	1842	1887	1617	2163	1496
ENSG00000129521	chr14	33924217	33951091	-	26875	54	49	65	78	9	16	25	22	6	5	5	22	44	26	17	11	112	96	74	139	7	13	17	17
ENSG00000165389	chr14	34432778	34462250	-	29473	1938	2253	1882	2231	2763	2842	2860	3117	3021	2200	2402	2421	3772	3111	3520	2876	3641	3467	2012	3736	3520	3517	4527	2644
ENSG00000129518	chr14	34515928	34539711	-	23784	798	915	758	760	990	1066	962	920	1196	802	851	771	1554	1319	1296	1008	1087	1055	715	1474	1255	1209	1504	1040
ENSG00000129515	chr14	34561083	34630170	-	69088	2306	2874	2262	2664	2793	3212	2652	2530	3897	2498	2484	2801	4322	3682	4078	3152	4100	3746	2400	4483	4080	4014	4950	2951
ENSG00000165410	chr14	34709103	34714603	-	5501	2816	3784	3189	3741	4066	4745	3445	3319	3680	2427	2998	3568	5463	4378	5058	4164	5830	4907	3496	6837	6762	6855	8183	5122
ENSG00000100883	chr14	34981947	35029696	+	47750	2566	2778	2758	2929	3398	3738	3673	3663	3882	2785	2778	3259	5029	4250	4480	3837	5776	5041	3172	5858	4963	4695	5753	3778
ENSG00000092020	chr14	35085462	35122323	-	36862	1259	1371	1319	1340	919	945	883	828	1470	1019	1057	1102	1532	1362	1433	1224	1430	1179	941	1527	1347	1459	1762	1072
ENSG00000100906	chr14	35401503	35404759	-	3257	1100	1277	986	1211	1038	1054	829	876	1573	1037	1066	959	1957	1619	1276	1063	2100	1566	941	1774	1494	1336	1645	902
ENSG00000174373	chr14	35538342	35809314	-	270973	487	548	718	556	843	795	806	946	1202	739	889	879	1372	1054	1161	1020	1277	1062	726	1195	1232	1052	1330	1050
ENSG00000100916	chr14	35826328	35871973	+	45646	376	429	441	469	604	675	677	715	821	548	659	655	907	738	786	594	791	646	441	850	843	754	1007	603
ENSG00000151332	chr14	36298554	36320647	-	22094	409	559	509	513	534	682	552	542	804	504	505	547	866	678	806	620	809	775	433	877	789	728	1032	592
ENSG00000151338	chr14	37197884	37564756	+	366873	155	148	212	180	232	225	267	215	293	197	217	232	258	217	312	216	362	237	154	325	228	220	329	213
ENSG00000100934	chr14	39031909	39103253	-	71345	2562	2712	2339	2418	4898	5100	4805	4628	3960	2495	2634	3228	6314	5461	5527	4506	6004	5086	3256	5946	6376	5680	7119	4711
ENSG00000092208	chr14	39114296	39136983	+	22688	517	482	602	609	518	554	693	663	912	623	619	664	821	704	886	709	851	641	452	897	808	766	1097	683
ENSG00000182400	chr14	39147802	39170403	-	22602	454	523	540	592	690	669	740	652	1020	758	782	853	1359	838	1125	911	1018	817	594	1110	1084	935	1305	851
ENSG00000100941	chr14	39175173	39183230	+	8058	4541	4625	5683	5448	5065	4757	5596	5304	8776	5405	6805	6375	8756	5460	7176	6146	7532	5422	4683	7687	7186	5989	9630	6101
ENSG00000150527	chr14	39233892	39388523	+	154632	703	811	743	915	925	937	1106	1074	1138	831	927	950	1794	1275	1616	1302	1400	1118	823	1447	1375	1178	1818	1107
ENSG00000165355	chr14	39397674	39432443	-	34770	483	527	620	564	572	593	758	745	965	555	676	694	1185	757	1107	1043	957	711	549	984	923	921	1348	805
ENSG00000179476	chr14	44897265	44907267	+	10003	89	77	78	91	78	99	63	70	120	77	76	85	147	141	108	105	149	140	65	187	128	103	133	85
ENSG00000179454	chr14	44924314	44961957	-	37644	154	149	196	156	269	230	203	268	330	228	248	296	437	325	441	344	499	279	251	357	337	360	452	273
ENSG00000198718	chr14	44962180	45074441	+	112262	531	480	542	531	761	625	711	681	934	595	731	741	1358	867	984	863	1053	844	563	922	978	807	1262	851
ENSG00000187790	chr14	45135920	45200900	+	64981	518	504	593	589	639	610	737	733	932	552	637	651	830	591	799	707	819	560	472	759	910	683	1023	696
ENSG00000129534	chr14	45203180	45253412	-	50233	2086	2343	2164	2540	3164	3434	3381	3322	4103	2811	2842	3131	5171	3817	4338	3657	4027	3134	2334	3886	4671	4244	5296	3493
ENSG00000165502	chr14	49618520	49620636	-	2117	2814	3556	3116	3575	3962	4254	4009	3632	4292	2823	2726	2772	5761	4914	5040	4245	5080	4526	2964	5331	5165	4848	6279	3873
ENSG00000165506	chr14	49625164	49635254	-	10091	484	452	549	601	692	667	765	796	1106	588	777	861	1053	860	936	835	974	848	591	1130	999	971	1439	810
ENSG00000100479	chr14	49643545	49688432	-	44888	638	670	631	796	851	809	948	950	1132	687	890	983	1229	768	960	850	1151	731	589	1323	1012	879	1370	922
ENSG00000197776	chr14	49693110	49753160	+	60051	49	54	57	77	135	121	81	79	102	55	116	123	75	112	73	67	115	72	40	73	91	85	122	74
ENSG00000100483	chr14	50108627	50116610	-	7984	281	253	296	312	381	400	276	385	489	409	425	425	639	545	592	604	634	392	313	598	566	520	818	556
ENSG00000100485	chr14	50117120	50231588	-	114469	1141	1012	1003	878	1737	1707	1620	1897	1700	1099	1282	1324	2440	1768	1949	1630	1935	1634	1045	1904	2342	1913	2626	1682
ENSG00000087299	chr14	50237553	50312239	-	74687	561	504	625	628	513	607	602	625	882	580	695	697	1086	802	1094	891	1070	705	608	1015	1105	980	1284	891
ENSG00000100504	chr14	50857881	50944493	-	86613	4230	4937	4464	4652	6250	6124	5412	5414	5235	3141	3716	3561	6772	5821	6107	4817	4666	3928	2937	5276	8405	7403	9945	6093
ENSG00000100505	chr14	50975252	51096071	-	120820	847	794	685	748	1705	1374	1153	1382	397	311	267	220	919	744	957	715	479	491	317	834	1274	966	1330	974
ENSG00000139921	chr14	51240237	51257665	+	17429	2607	3009	3063	3431	3054	3255	3610	3289	4500	2810	3177	3507	5711	4542	5311	4434	4591	3599	2536	4449	5087	4948	7125	4405
ENSG00000139926	chr14	51489127	51730737	+	241611	2976	2890	3411	3177	3972	3661	3610	3571	4278	2593	2931	3727	6868	4921	5320	4684	4608	3429	2631	4943	5345	4602	6511	4736
ENSG00000186469	chr14	51826185	51969810	+	143626	57	71	70	58	719	710	677	825	169	102	136	142	646	504	672	566	530	417	341	598	140	103	223	137
ENSG00000125384	chr14	52314295	52329832	+	15538	24	14	37	54	30	7	54	63	35	39	65	59	55	28	98	98	32	37	30	42	61	73	171	108
ENSG00000087301	chr14	52430586	52552515	-	121930	316	303	364	386	521	509	449	444	419	303	398	371	722	607	746	545	740	606	395	760	701	686	825	466
ENSG00000180998	chr14	52552826	52637723	+	84898	464	370	410	482	762	679	769	772	874	543	619	765	888	609	683	696	842	716	430	798	795	633	896	716
ENSG00000197930	chr14	52639905	52695715	-	55811	3469	3887	3397	3596	4847	4887	4557	4825	4032	2385	2852	2747	6468	5513	5713	4680	5001	4409	2949	5634	6187	5562	7160	4331
ENSG00000100519	chr14	52707168	52728600	+	21433	2825	3169	2973	3240	3389	3318	3305	3237	4947	3328	3279	3415	5755	4441	5027	4272	4792	4259	2818	5688	5388	4660	6499	4281
ENSG00000198252	chr14	52730156	52774999	+	44844	675	744	742	880	794	785	822	788	1407	842	1025	1068	1817	1390	1615	1349	1363	1114	622	1205	1507	1447	1786	1210
ENSG00000073712	chr14	52857258	52951060	-	93803	4231	4642	4021	4660	5536	5634	4712	5099	8319	5964	6112	7387	8393	6807	7211	5943	7019	6053	4079	8338	7399	6805	8524	6056
ENSG00000100523	chr14	53036735	53153333	-	116599	472	440	569	602	390	350	487	422	967	585	569	821	968	723	958	792	1043	747	507	877	713	661	1062	647
ENSG00000125378	chr14	53949726	53956835	-	7110	553	680	1092	1122	541	461	615	649	1770	1092	1289	1682	2444	1854	2491	2527	2814	2053	1758	2448	1657	1410	2337	1674
ENSG00000100526	chr14	54396969	54420228	+	23260	1854	2573	1983	2101	2082	2842	2075	1858	2609	2079	1719	2107	3899	3520	3380	3041	3243	2760	1702	3140	3250	3265	3932	2608
ENSG00000100528	chr14	54423551	54441401	-	17851	2738	3001	2787	3217	3355	3412	3510	3715	4951	3061	3491	4077	6948	5507	6153	5578	4951	4060	2820	5466	5867	5248	7514	4827
ENSG00000197045	chr14	54474474	54489035	-	14562	2615	3056	3023	3008	3709	4327	3783	3893	4937	3264	3735	3958	6827	5677	6279	5359	5077	4341	2892	5154	5698	5846	7602	4851
ENSG00000100532	chr14	54509896	54539302	+	29407	231	237	233	283	230	233	234	232	303	240	214	341	412	382	443	410	330	374	236	350	360	389	510	318
ENSG00000020577	chr14	54567118	54793325	+	226208	2255	2042	2608	2614	2887	2309	2729	2681	4578	2567	3271	4198	4391	3265	3843	3478	3170	2320	1785	3248	3707	2940	4418	3833
ENSG00000131979	chr14	54841998	54902836	-	60839	105	112	105	80	30	19	61	31	115	71	77	71	133	81	134	125	130	112	82	103	126	109	211	115
ENSG00000198554	chr14	54938939	55027115	-	88177	1318	1499	1613	1596	1775	1664	1847	1758	3000	1695	1972	2157	2707	2025	2592	1978	2136	1672	1221	2298	2801	2510	3395	2177
ENSG00000180008	chr14	55027220	55049499	+	22280	1168	1127	1296	1349	1544	1487	1620	1695	2243	1550	1807	1973	2414	1739	2189	1845	2371	1912	1295	2134	2256	1994	2843	1878
ENSG00000131981	chr14	55129242	55145433	+	16192	6618	7999	5844	5803	9174	9643	7250	7980	8169	5308	4845	4479	10353	10505	9099	6718	9780	11021	7097	10869	9839	8866	9402	6108
ENSG00000126787	chr14	55148102	55191595	-	43494	3878	4714	3574	4142	4625	6006	4794	4393	6163	4968	4079	4654	8485	6596	7034	5775	5521	4523	2884	5788	6687	7188	8367	5604
ENSG00000178974	chr14	55271334	55353621	+	82288	832	863	813	924	1070	1050	1055	1106	1216	835	919	1079	1654	1139	1283	1218	1328	1138	821	1432	1570	1204	1731	1132
ENSG00000126777	chr14	55580197	55684593	+	104397	10770	11180	10100	11614	13479	14265	14566	13092	14409	9055	9538	9305	18109	12526	14810	12378	15025	12653	8758	16193	16155	14403	18163	12041
ENSG00000070269	chr14	56579788	56649525	+	69738	360	402	410	515	696	720	656	648	716	489	548	538	865	621	791	722	952	831	560	1025	899	798	911	751
ENSG00000070367	chr14	57200497	57268915	-	68419	2144	2179	2109	2277	2939	3031	2870	2881	3733	2410	2605	2929	4190	3195	3869	2996	4184	3157	2271	3882	3778	3586	4728	3097
ENSG00000053770	chr14	57268961	57298752	+	29792	699	774	899	990	1147	1180	1248	1180	1539	1003	1250	1335	1486	1170	1496	1236	1664	1403	929	1808	1671	1291	2015	1289
ENSG00000139977	chr14	57390534	57415916	+	25383	1042	1022	1054	1262	1508	1506	1584	1427	1896	1193	1462	1594	2640	2011	2484	2006	1892	1481	1071	2078	1892	1672	2566	1635
ENSG00000151812	chr14	57563910	57866102	-	302193	32	40	52	48	106	89	116	119	73	48	62	50	120	80	108	130	44	42	34	72	53	73	94	74
ENSG00000131966	chr14	58200139	58235646	+	35508	982	1081	926	1066	1237	1243	1309	1141	1475	1055	1039	1089	2018	1567	1648	1507	1698	1524	1063	2057	1771	1625	2023	1457
ENSG00000032219	chr14	58298494	58373897	+	75404	374	466	412	304	736	757	659	595	725	544	541	533	833	663	623	488	831	713	449	757	866	706	730	491
ENSG00000165617	chr14	58634058	58648331	+	14274	137	97	95	180	77	78	90	100	71	23	44	58	433	273	340	304	289	165	114	287	589	434	620	500
ENSG00000100592	chr14	59188657	59371415	+	182759	611	607	597	587	882	788	824	869	593	411	377	432	1104	899	1121	943	1107	765	591	1022	1186	958	1324	953
ENSG00000126790	chr14	59472596	59484418	-	11823	439	483	569	543	742	660	739	674	932	588	742	816	864	636	625	609	1199	1024	700	1256	871	754	1329	798
ENSG00000050130	chr14	59484433	59505420	+	20988	1206	1364	1311	1378	1749	1801	1842	1935	2588	1556	1714	1863	2507	2043	2208	1779	2090	1725	1210	2478	2401	2191	2985	1965
ENSG00000100614	chr14	60245742	60299097	+	53356	947	1088	1028	1165	1611	1391	1370	1387	1586	1051	1243	1256	2171	1738	1923	1562	1875	1596	1060	1902	1957	1661	2236	1559
ENSG00000126778	chr14	60643411	60658269	-	14859	2614	2746	2954	3168	3832	3435	3320	3342	4610	2673	3315	3591	6423	5177	5175	5027	5034	4322	3102	6001	5683	5119	6260	4420
ENSG00000100625	chr14	60709529	60724361	-	14833	619	615	632	555	1058	984	869	872	1032	681	723	738	1695	1302	1345	1020	1619	1236	851	1508	1462	1279	1664	994
ENSG00000020426	chr14	60734751	60969975	+	235225	786	916	828	958	743	866	848	848	1187	818	842	899	1645	1278	1375	1323	1443	1238	855	1685	1439	1260	1711	1136
ENSG00000126814	chr14	60971431	60981089	-	9659	723	857	947	1031	951	935	998	985	1563	1032	1133	1158	1522	1194	1291	1066	1223	1012	656	1401	1689	1299	1731	1201
ENSG00000139974	chr14	60981104	61083722	+	102619	678	721	821	705	1350	1246	1239	1136	1027	683	827	753	1516	989	1190	1032	1476	1035	799	1583	1458	1108	1608	995
ENSG00000100644	chr14	61695503	61748269	+	52767	7601	7313	6977	8036	15209	15198	14840	15048	10695	7222	8097	9459	16941	13226	14206	12497	13543	11266	7953	16565	16524	14339	17826	12139
ENSG00000023608	chr14	61762410	61796438	+	34029	462	567	601	654	532	533	589	534	728	461	504	610	1010	690	912	787	1097	790	545	1082	767	788	1151	848
ENSG00000154001	chr14	63371354	63543387	-	172034	1686	1755	1841	2037	2150	2372	2416	2535	3166	2011	2181	2626	3559	2898	3059	2668	2800	2277	1689	3042	3332	2973	4075	2667
ENSG00000140006	chr14	63597029	63641881	-	44853	441	482	502	551	435	490	458	506	680	492	568	571	769	644	757	628	774	557	456	848	709	630	1033	644
ENSG00000126821	chr14	63684206	63728075	-	43870	106	83	115	84	90	68	97	108	114	72	72	111	158	184	134	142	182	153	94	183	165	121	192	147
ENSG00000054654	chr14	63852973	64226443	+	373471	4612	4019	3696	3713	6612	5082	4724	4541	6012	3882	4219	4679	7926	5884	5935	4698	7471	6449	4159	7275	8243	6675	7498	5934
ENSG00000126803	chr14	64535895	64546183	+	10289	891	950	780	1047	2079	1634	1571	1781	777	527	518	588	1604	1124	1181	1028	1454	1209	698	1409	1223	1336	1356	948
